2026-03-19,1.489978
2026-03-19,1.489978
2026-03-19,1.489978
2026-03-23,1.460816
2026-03-24,1.469738
2026-03-25,1.499250
2026-03-26,1.484698
2026-03-27,1.481419
2026-03-27,1.481419
2026-03-27,1.481419
2026-03-30,1.455546
2026-03-30,1.455546
2026-04-01,1.487529
2026-04-01,1.487529
2026-04-01,1.487529
2026-04-01,1.487529
2026-04-01,1.487529
2026-04-06,1.474962
2026-04-07,1.477253
2026-04-07,1.477253
2026-04-08,1.510496
2026-04-10,1.512520
2026-04-10,1.512520
2026-04-10,1.512520
2026-04-13,1.501609
2026-04-13,1.501609
2026-04-14,1.491444
2026-04-16,1.504029
2026-04-17,1.487989
2026-04-17,1.487989
2026-04-17,1.487989
2026-04-20,1.492078
2026-04-21,1.492355
2026-04-22,1.485209
